Gender,Race,Event Type,Date,Comments
F,1,Failure to Attend Detention,12/2/2021,Failure to report to Lunch detention.
F,1,Violation of Personal Electronic/Telecommunication Device Policy,2/16/2022,__ incident for cellphone. Numerous contacts home made (documented in PLP and Ring Central) and conference held. Progressive discipline will be implemented
F,1,Violation of Personal Electronic/Telecommunication Device Policy,2/23/2022,__ incident for cellphone. Numerous contacts home made (documented in PLP and Ring Central) and conference held. Progressive discipline will be implemented
F,1,Horseplay,11/5/2021,Would not stay seated.  Pretending to pass out papers - was not asked to do.  Orchestrated a prank that she gave everybody papers to that they would throw them up in the air at end of period.  Left room was a mess (got a picture).
F,1,Dress Code Violation,9/28/2021,"1st__ incident for dress code.  Student is given opportunity to correct and can return to class the following period once in dress code.  Ring central text sent home at every incident. dc-pants, called home, no contact pnts"
F,1,Violation of Personal Electronic/Telecommunication Device Policy,11/16/2021,Phone use.  Video clip ended and after she was very out in the open with it.  __ incident for cellphone. Numerous contacts home made (documented in PLP and Ring Central) and conference held. Progressive discipline will be implemented
F,1,Violation of Personal Electronic/Telecommunication Device Policy,11/29/2021,"Phone use.  Walked to class late by Capita, told Johnson would come talk to Dayanna for some other infraction (Johnson was busy).  5 minutes after s he arrived she was on her phone.  __ incident for cellphone. Numerous contacts home made (documented in PLP and Ring Central) and conference held. Progressive discipline will be implemented"
F,1,Talking out in class,10/4/2021,Multiple time asked to comply with ISAP lunch/office rules.  Would NOT stop talking...NO STOP communication with EVERYONE
F,1,Leaving class without permission,12/9/2021,"Walkout, already used rr pass"
F,1,Leaving class without permission,12/14/2021,"walk-out, already used RR pass, 2nd walk out"
F,1,Non-attendance to class/cutting class,12/13/2021,"cutting?  Signed in to school at 8:41, came to class at 9"
F,1,Violation of Personal Electronic/Telecommunication Device Policy,10/26/2021,"phone, __ incident for cellphone. Numerous contacts home made (documented in PLP and Ring Central) and conference held. Progressive discipline will be implemented"
F,1,Violation of Personal Electronic/Telecommunication Device Policy,12/15/2021,Phone - on call in class.  __ incident for cellphone. Numerous contacts home made (documented in PLP and Ring Central) and conference held. Progressive discipline will be implemented
F,1,Violation of Personal Electronic/Telecommunication Device Policy,2/8/2022,Student was instructed to put phone away at the beginning of class.  Student was on her phone.  __ incident for cellphone. Numerous contacts home made (documented in PLP and Ring Central) and conference held. Progressive discipline will be implemented
F,1,Violation of Personal Electronic/Telecommunication Device Policy,2/16/2022,"Students were instructed to put their phones up.  Students were instructed to sit quietly and work on their assignment.  Student needed several redirections to stop talking and put her phone away.  She received a seat up front two days ago to help.
__ incident for cellphone. Numerous contacts home made (documented in PLP and Ring Central) and conference held. Progressive discipline will be implemented"
F,1,Dress Code Violation,10/8/2021,"DC - skirt, called home - NC/MNSU, 1st  incident for dress code.  Student is given opportunity to correct and can return to class the following period once in dress code.  Ring central text sent home at every incident."
F,1,Dress Code Violation,10/8/2021,"DC - skirt, called home - NC/MNSU, 1st  incident for dress code.  Student is given opportunity to correct and can return to class the following period once in dress code.  Ring central text sent home at every incident."
F,1,Dress Code Violation,10/8/2021,"DC - skirt, called home - NC/MNSU, 1st  incident for dress code.  Student is given opportunity to correct and can return to class the following period once in dress code.  Ring central text sent home at every incident."
F,1,Dress Code Violation,10/8/2021,"DC - skirt, called home - NC/MNSU, 1st  incident for dress code.  Student is given opportunity to correct and can return to class the following period once in dress code.  Ring central text sent home at every incident."
F,1,Dress Code Violation,10/8/2021,"DC - skirt, called home - NC/MNSU, 1st  incident for dress code.  Student is given opportunity to correct and can return to class the following period once in dress code.  Ring central text sent home at every incident."
F,1,Dress Code Violation,10/8/2021,"DC - skirt, called home - NC/MNSU, 1st  incident for dress code.  Student is given opportunity to correct and can return to class the following period once in dress code.  Ring central text sent home at every incident."
F,1,Dress Code Violation,10/8/2021,"DC - skirt, called home - NC/MNSU, 1st  incident for dress code.  Student is given opportunity to correct and can return to class the following period once in dress code.  Ring central text sent home at every incident."
F,1,Dress Code Violation,11/5/2021,"DC - shirt, called home.  __ incident for dress code.  Student is given opportunity to correct and can return to class the following period once in dress code.  Ring central text sent home at every incident."
F,1,Dress Code Violation,8/12/2021,Dress Code
F,1,Dress Code Violation,11/5/2021,"DC - shirt, called home.  __ incident for dress code.  Student is given opportunity to correct and can return to class the following period once in dress code.  Ring central text sent home at every incident."
F,1,Dress Code Violation,8/12/2021,Dress Code
F,1,Dress Code Violation,11/5/2021,"DC - shirt, called home.  __ incident for dress code.  Student is given opportunity to correct and can return to class the following period once in dress code.  Ring central text sent home at every incident."
F,1,Dress Code Violation,8/12/2021,Dress Code
F,1,Dress Code Violation,11/5/2021,"DC - shirt, called home.  __ incident for dress code.  Student is given opportunity to correct and can return to class the following period once in dress code.  Ring central text sent home at every incident."
F,1,Dress Code Violation,8/12/2021,Dress Code
F,1,Dress Code Violation,11/5/2021,"DC - shirt, called home.  __ incident for dress code.  Student is given opportunity to correct and can return to class the following period once in dress code.  Ring central text sent home at every incident."
F,1,Dress Code Violation,8/12/2021,Dress Code
F,1,Dress Code Violation,11/5/2021,"DC - shirt, called home.  __ incident for dress code.  Student is given opportunity to correct and can return to class the following period once in dress code.  Ring central text sent home at every incident."
F,1,Dress Code Violation,8/12/2021,Dress Code
F,1,Dress Code Violation,11/5/2021,"DC - shirt, called home.  __ incident for dress code.  Student is given opportunity to correct and can return to class the following period once in dress code.  Ring central text sent home at every incident."
F,1,Dress Code Violation,8/12/2021,Dress Code
